attributed_touch_type,attributed_touch_time,install_time,event_name,attribute_id,media_source,channel,campaign,event_source,is_retargeting,platform,app_version,sdk_version,app_name
click,2022-05-03,2022-05-03,install,attribute-ecf1a4c2-d99d-417f-9cab-48b582e46a86,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-03,2022-05-03,install,attribute-810f7a5b-c5d2-472d-b499-63dc3e6cb220,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-03,2022-05-03,install,attribute-22242be2-1a9c-4cf4-98a8-884733af405b,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-04,2022-05-04,install,attribute-0ef1b800-b9aa-4384-b8c2-ac0489e02713,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-04,2022-05-04,install,attribute-a07aee5f-5ced-45d6-bae2-ff6dd7bd590d,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-04,2022-05-04,install,attribute-c0463cfa-5287-4489-84e3-3e644bc865ee,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-04,2022-05-04,install,attribute-523dd8de-f8bd-405b-9d95-48b79c7e6a29,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-04,2022-05-04,install,attribute-b995221d-80f4-4a7e-804a-471b0d57dac3,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-04,2022-05-04,install,attribute-d2c9ee29-3820-4a54-b814-a419e59a251e,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-04,2022-05-04,install,attribute-99025a39-556f-4ac5-b2fd-389b9c08cd8f,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-04,2022-05-04,install,attribute-70b2f002-7716-441a-b196-cf8039e0271e,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-04,2022-05-04,install,attribute-cc3d0115-71fa-43c1-a0e4-f677697d41d0,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-04,2022-05-04,install,attribute-8f238da3-0dfb-44ec-81c7-b2f7ba0382c1,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-05,2022-05-05,install,attribute-69b61242-8d22-4d29-b446-6d96a713150e,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-05,2022-05-05,install,attribute-f497a6fc-74a9-4ecb-94ca-14e7be59cc6b,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-05,2022-05-05,install,attribute-d19d0f05-d975-498a-a729-39b3b556dde8,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-05,2022-05-05,install,attribute-f279f801-2a65-4db4-a20e-9e089429ab12,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-05,2022-05-05,install,attribute-022cabfd-a405-4cef-838f-dd7f4e9c10f7,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-05,2022-05-05,install,attribute-bb87901a-9de0-46d3-870b-5a408a55bbaa,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-06,2022-05-06,install,attribute-b512cbd7-d359-4b5b-8d50-b62abd5d29c8,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-06,2022-05-06,install,attribute-a0fe92b0-a65f-4f57-8583-a44c16edf567,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-06,2022-05-06,install,attribute-547fa82a-3eb2-4379-9f69-d66979d3f986,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-06,2022-05-06,install,attribute-cd63a4ca-1071-433b-9c38-44f485561815,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-06,2022-05-06,install,attribute-7117d824-b645-4946-93a5-53509fa4e8c4,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-06,2022-05-06,install,attribute-128507ce-9b8b-41d2-9c74-47b95997622f,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-07,2022-05-07,install,attribute-b5bd7862-28c3-4886-85b7-14ef92f828ab,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-07,2022-05-07,install,attribute-bb23493e-707a-4f3c-9580-73047236ea5e,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-07,2022-05-07,install,attribute-6ff5b8f4-60c0-4bf5-b160-6e9c86f311c0,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-07,2022-05-07,install,attribute-464852ff-aee4-4936-ae20-a851545af126,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-07,2022-05-07,install,attribute-61fa6617-016a-406e-a69f-7000a2d96de9,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-07,2022-05-07,install,attribute-fdf22c7f-bc34-4939-8e0f-7e19b8a2f413,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-07,2022-05-07,install,attribute-853072b8-5262-4654-9e43-769e3d8b1fe3,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-07,2022-05-07,install,attribute-6f611685-4ea5-4975-84f1-a7122a0bdaa8,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-07,2022-05-07,install,attribute-65fb0c77-3e82-4073-8a00-8e0b2201f3c7,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-07,2022-05-07,install,attribute-d8c7419a-729f-4757-8de0-fd048c66dd1e,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-08,2022-05-08,install,attribute-c15c3d59-4ea3-4754-b6a9-5b325f9cc766,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-08,2022-05-08,install,attribute-4e9a39ee-f2c3-436b-a222-ede692dbde2b,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-08,2022-05-08,install,attribute-c2e8e03e-75c5-447c-b3c4-c0092df6fa99,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-08,2022-05-08,install,attribute-f47eade3-2a09-4e33-be6d-42d7d5b83587,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-08,2022-05-08,install,attribute-fa2177ac-46d5-4700-9a16-61d3d3924a24,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-08,2022-05-08,install,attribute-1a300659-0d59-491d-8050-2f3bad0d52e8,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-09,2022-05-09,install,attribute-386e975b-4783-4a2c-918c-380da4a5d339,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-09,2022-05-09,install,attribute-1bdbd67b-76b5-4429-ac50-66c984b04afa,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-09,2022-05-09,install,attribute-ed9d2227-5e12-411e-b5e1-1df58fbed544,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-09,2022-05-09,install,attribute-2aa758f1-debb-4758-aff2-fc8061e9dfa8,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-09,2022-05-09,install,attribute-dd029c92-ca11-4472-89ea-77a4564f1aea,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-09,2022-05-09,install,attribute-262c674f-6f45-4e64-91f1-3b21397d9f86,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-09,2022-05-09,install,attribute-cddb49bd-3699-4e63-acb6-53629843e930,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-09,2022-05-09,install,attribute-cf299969-4c43-476f-a7e3-fa1982ee6d03,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-10,2022-05-10,install,attribute-a771e33d-99c3-4533-9b48-d02e26ea6e8c,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-10,2022-05-10,install,attribute-e7c9dbcd-023c-4693-9e5d-894109e5de14,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-10,2022-05-10,install,attribute-11c7579c-c708-4bad-9d7c-28cf4617ad27,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-10,2022-05-10,install,attribute-b91a1a62-c68f-48c7-9467-1e6ae74cd91c,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-10,2022-05-10,install,attribute-a8208686-0eb1-4a36-91d3-8df5cff32a38,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-10,2022-05-10,install,attribute-92bb72ab-5f8b-4e91-b2ac-166b0fe6426b,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-364bd329-e951-407c-8f17-abb06ece2aae,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-e815a0a4-f2e1-47b6-9844-04349427dd42,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-619c9e43-88d4-4da3-90ea-882b840cd3e1,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-b2e621fa-cba1-43a6-8af2-d8b1d20388ae,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-e232260a-0c03-466b-9e90-59e0034115eb,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-c2e1202c-8a46-4b10-9e89-3d040fb28b29,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-4e0e9842-59ae-49d5-b254-e55d90266e4e,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-7aac3ac0-8b16-48c4-876e-90e9a645660d,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-a1b49c18-d780-4960-b314-77ebe0c324a7,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-362cf4a3-2cb5-4f7b-9aa7-081a4a18a766,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-11,2022-05-11,install,attribute-3902101e-2e6d-45f5-9fe3-6510fadb93a3,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-12,2022-05-12,install,attribute-57c80785-712e-41ac-ad0d-76b3b4af5e1a,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-12,2022-05-12,install,attribute-89465d42-a078-4f17-8d75-91a676315078,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-12,2022-05-12,install,attribute-03a7e792-5e6d-4bbe-b2f3-b03d51c3a39f,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-13,2022-05-13,install,attribute-a9e0fed2-567d-4996-9525-8c82c6b52838,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-13,2022-05-13,install,attribute-e5cd2003-fe1d-44cd-aa0d-8f67bf1be187,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-13,2022-05-13,install,attribute-4f7f978f-4947-4bd1-964b-2023ed0c2ef4,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-13,2022-05-13,install,attribute-7bf13ab6-21d7-4df1-b1ee-3e3fc396c71b,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-14,2022-05-14,install,attribute-39cc8b05-b3b7-4a4e-840c-95f1d8c098ee,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-14,2022-05-14,install,attribute-141a76de-d957-4de7-930c-6675d0f587e7,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-15,2022-05-15,install,attribute-519ba8a9-25a7-41f2-9cb0-aedec61af69b,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-15,2022-05-15,install,attribute-e3aac782-7a25-4327-b572-41f24af8b867,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-16,2022-05-16,install,attribute-a2cf4aa9-dd8a-41f2-a0aa-5c6fe57987c1,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-16,2022-05-16,install,attribute-3020d876-6460-4772-9cd9-bc9fc9e3a76f,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-16,2022-05-16,install,attribute-65f5de1e-671a-4ec7-a876-c954518cfbad,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-16,2022-05-16,install,attribute-867868c3-071c-4e2e-a09b-7ad1f63f98bc,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-16,2022-05-16,install,attribute-8b2e660b-85e8-4f09-946d-acc09cd5cc44,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-17,2022-05-17,install,attribute-bbbab27b-26aa-434e-9b7d-c95256997de9,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-17,2022-05-17,install,attribute-680c2902-4db8-45aa-8763-98fc50f55748,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-17,2022-05-17,install,attribute-c1bf96e8-70d4-4ccd-9d02-c711c43aee2f,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-17,2022-05-17,install,attribute-341e2df5-de7f-446d-bae4-fdfed4f678c3,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-17,2022-05-17,install,attribute-ec98ac83-f573-4d72-8506-2c6eb6561826,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-17,2022-05-17,install,attribute-463b3f5d-298c-490d-b232-6f6af08a1387,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-17,2022-05-17,install,attribute-66b1bf94-ef0b-4c95-9f45-9a45c37bb618,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-17,2022-05-17,install,attribute-bcfff8c4-d16b-4f3b-b87b-0a0f313f239e,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-18,2022-05-18,install,attribute-a00ac971-c3ef-4dcc-9c83-7a534f4d6fc1,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-18,2022-05-18,install,attribute-fb901ddd-b9f6-414c-be8d-cb68ffd395d6,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-18,2022-05-18,install,attribute-7b29ce38-7bc0-4bea-9140-4cc4d8b8f69c,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-18,2022-05-18,install,attribute-4e5b236e-d271-4af0-b103-65dcc883ded6,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-18,2022-05-18,install,attribute-fcda50b4-5b53-45ea-a61d-23c2c25a59db,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-19,2022-05-19,install,attribute-2031e240-0a27-4ec9-ab00-6cf0ca6e24d1,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-19,2022-05-19,install,attribute-2f87f778-8625-4ed6-9073-38428d055360,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-19,2022-05-19,install,attribute-fa0634a6-3aa8-439b-85b2-5e02495b18b1,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-19,2022-05-19,install,attribute-9682dc17-5a61-472a-bbc4-b2391f09771e,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-19,2022-05-19,install,attribute-c7b1c0f7-b2a3-4814-9a46-1cebcf1ba28a,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-20,2022-05-20,install,attribute-d1331ca4-7e5b-475f-9946-a98f61a7ceb1,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-20,2022-05-20,install,attribute-4de02652-2f9e-4f1d-aad4-afcd7cdfc243,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-20,2022-05-20,install,attribute-dde0bd24-ffd8-4f4b-85fb-4ad9b5db77af,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-20,2022-05-20,install,attribute-13d44cef-2fed-47e9-9ca6-59604f5891b2,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-20,2022-05-20,install,attribute-77038871-6194-4d75-b3f0-81a098491603,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-20,2022-05-20,install,attribute-0a485917-251b-4200-b7f7-86f58a48b7d1,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-21,2022-05-21,install,attribute-371f38de-529b-48a4-9181-78959d2180bd,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-22,2022-05-22,install,attribute-471ca161-6a0a-47b0-8d0b-daa7807c2f01,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-22,2022-05-22,install,attribute-6b2ba424-2494-48ef-9b79-1adcbdb1f1f1,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-22,2022-05-22,install,attribute-ff4e9321-ab2f-492f-ae94-1de36c972de2,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-22,2022-05-22,install,attribute-a9412283-305e-49a8-b71d-d26eaa34681e,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-23,2022-05-23,install,attribute-3dcaa97d-8740-4514-9a08-5539b53c9942,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-23,2022-05-23,install,attribute-8638add7-d090-48fe-8232-977325ce7367,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-23,2022-05-23,install,attribute-41191984-f25d-4f92-877b-4039e7ba9d26,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-23,2022-05-23,install,attribute-48b57642-6700-43c5-b579-d10db757940a,Facebook Ads,Facebook,SEOUL,SDK,FALSE,ios,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-24,2022-05-24,install,attribute-67f34b39-187a-4e27-ae3d-ff5ff3c43cb2,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
click,2022-05-24,2022-05-24,install,attribute-9cc4dfe9-067e-4a08-8218-5c73d665dbd1,Facebook Ads,Facebook,SEOUL,SDK,FALSE,android,3.2.0,v7.4.1,localfarm - hyper local commerce!
